id,name,description,classification,emballage
dom_classification_onu_871,2367,alpha-MÉTHYL-VALÉRALDÉHYDE,F1,2
dom_classification_onu_872,2368,alpha-PINÈNE,F1,3
dom_classification_onu_873,2370,HEXÈNE-1,F1,2
dom_classification_onu_874,2372,BIS (DIMÉTHYLAMINO)-12 ÉTHANE,F1,2
dom_classification_onu_875,2373,DIÉTHOXYMÉTHANE,F1,2
dom_classification_onu_876,2374,DIÉTHOXY-33 PROPÈNE,F1,2
dom_classification_onu_877,2375,SULFURE D'ÉTHYLE,F1,2
dom_classification_onu_878,2376,DIHYDRO-23 PYRANNE,F1,2
dom_classification_onu_879,2377,DIMETHOXY-11 ÉTHANE,F1,2
dom_classification_onu_880,2378,DIMÉTHYLAMINO-ACÉTONITRILE,FT1,2
dom_classification_onu_881,2379,DIMÉTHYL-13 BUTYLAMINE,FC,2
dom_classification_onu_882,2380,DIMÉTHYLDIÉTHOXY-SILANE,F1,2
dom_classification_onu_883,2381,DISULFURE DE DIMÉTHYLE,F1,2
dom_classification_onu_884,2383,DIPROPYLAMINE,FC,2
dom_classification_onu_885,2384,ÉTHER DI-n-PROPYLIQUE,F1,2
dom_classification_onu_886,2385,ISOBUTYRATE D'ÉTHYLE,F1,2
dom_classification_onu_887,2386,ÉTHYL-1 PIPÉRIDINE,FC,2
dom_classification_onu_888,2387,FLUOROBENZÈNE,F1,2
dom_classification_onu_889,2388,FLUOROTOLUÈNES,F1,2
dom_classification_onu_890,2390,IODO-2 BUTANE,F1,2
dom_classification_onu_891,2391,IODOMÉTHYLPROPANES,F1,2
dom_classification_onu_892,2392,IODOPROPANES,F1,3
dom_classification_onu_893,2393,FORMIATE D'ISOBUTYLE,F1,2
dom_classification_onu_894,2394,PROPIONATE D'ISOBUTYLE,F1,3
dom_classification_onu_895,2395,CHLORURE D'ISOBUTYRYLE,FC,2
dom_classification_onu_896,2396,MÉTHYLACROLÉINE STABILISÉE,FT1,2
dom_classification_onu_897,2397,MÉTHYL-3 BUTANONE-2,F1,2
dom_classification_onu_898,2398,ÉTHER MÉTHYL tert-BUTYLIQUE,F1,2
dom_classification_onu_899,2399,MÉTHYL-1 PIPÉRIDINE,FC,2
dom_classification_onu_900,2400,ISOVALÉRATE DE MÉTHYLE,F1,2
dom_classification_onu_901,2402,PROPANETHIOLS,F1,2
dom_classification_onu_902,2403,ACÉTATE D'ISOPROPÉNYLE,F1,2
dom_classification_onu_903,2404,PROPIONITRILE,FT1,2
dom_classification_onu_904,2405,BUTYRATE D'ISOPROPYLE,F1,3
dom_classification_onu_905,2406,ISOBUTYRATE D'ISOPROPYLE,F1,2
dom_classification_onu_906,2409,PROPIONATE D'ISOPROPYLE,F1,2
dom_classification_onu_907,2410,TÉTRAHYDRO-1236 PYRIDINE,F1,2
dom_classification_onu_908,2411,BUTYRONITRILE,FT1,2
dom_classification_onu_909,2412,TÉTRAHYDROTHIOPHÈNE,F1,2
dom_classification_onu_910,2413,ORTHOTITANATE DE PROPYLE,F1,3
dom_classification_onu_911,2414,THIOPHÈNE,F1,2
dom_classification_onu_912,2416,BORATE DE TRIMÉTHYLE,F1,2
dom_classification_onu_913,2422,OCTAFLUOROBUTÈNE-2 (GAZ RÉFRIGÉRANT R 1318),2A,
dom_classification_onu_914,2424,OCTAFLUOROPROPANE (GAZ RÉFRIGÉRANT R 218),2A,
dom_classification_onu_915,2427,CHLORATE DE POTASSIUM EN SOLUTION AQUEUSE,O1,2
dom_classification_onu_916,2427,CHLORATE DE POTASSIUM EN SOLUTION AQUEUSE,O1,3
dom_classification_onu_917,2428,CHLORATE DE SODIUM EN SOLUTION AQUEUSE,O1,2
dom_classification_onu_918,2428,CHLORATE DE SODIUM EN SOLUTION AQUEUSE,O1,3
dom_classification_onu_919,2429,CHLORATE DE CALCIUM EN SOLUTION AQUEUSE,O1,2
dom_classification_onu_920,2429,CHLORATE DE CALCIUM EN SOLUTION AQUEUSE,O1,3
dom_classification_onu_921,2430,ALKYLPHÉNOLS SOLIDES N.S.A. (y compris les homologues C2 à C12 ),C4,3
dom_classification_onu_922,2430,ALKYLPHÉNOLS SOLIDES N.S.A. (y compris les homologues C2 à C12 ),C4,2
dom_classification_onu_923,2431,ANISIDINES,T1,3
dom_classification_onu_924,2432,NN-DIÉTHYLANILINE,T1,3
dom_classification_onu_925,2433,CHLORONITROTOLUÈNES LIQUIDES,T1,3
dom_classification_onu_926,2436,ACIDE THIOACÉTIQUE,F1,2
dom_classification_onu_927,2439,HYDROGÉNODIFLUORURE DE SODIUM,C2,2
dom_classification_onu_928,2440,CHLORURE D'ÉTAIN IV PENTAHYDRATÉ,C2,3
dom_classification_onu_929,2443,OXYTRICHLORURE DE VANADIUM,C1,2
dom_classification_onu_930,2446,NITROCRÉSOLS SOLIDES,T2,3
dom_classification_onu_931,2457,DIMÉTHYL-23 BUTANE,F1,2
dom_classification_onu_932,2458,HEXADIÈNES,F1,2
dom_classification_onu_933,2460,MÉTHYL-2 BUTÈNE-2,F1,2
dom_classification_onu_934,2461,MÉTHYLPENTADIÈNES,F1,2
dom_classification_onu_935,2464,NITRATE DE BÉRYLLIUM,OT2,2
dom_classification_onu_936,2465,ACIDE DICHLORO-ISOCYANURIQUE SEC ou SELS DE L'ACIDE DICHLORO-ISOCYANURIQUE,O2,2
dom_classification_onu_937,2468,ACIDE TRICHLORO-ISOCYANURIQUE SEC,O2,2
dom_classification_onu_938,2469,BROMATE DE ZINC,O2,3
dom_classification_onu_939,2470,PHÉNYLACÉTONITRILE LIQUIDE,T1,3
dom_classification_onu_940,2473,ARSANILATE DE SODIUM,T3,3
dom_classification_onu_941,2475,TRICHLORURE DE VANADIUM,C2,3
dom_classification_onu_942,2478,ISOCYANATES INFLAMMABLES TOXIQUES N.S.A. ou ISOCYANATE EN SOLUTION INFLAMMABLE TOXIQUE N.S.A.,FT1,2
dom_classification_onu_943,2478,ISOCYANATES INFLAMMABLES TOXIQUES N.S.A. ou ISOCYANATES EN SOLUTION INFLAMMABLE TOXIQUE N.S.A.,FT1,3
dom_classification_onu_944,2490,ÉTHER DICHLORO-ISOPROPYLIQUE,T1,2
dom_classification_onu_945,2491,ÉTHANOLAMINE ou ÉTHANOLAMINE EN SOLUTION,C7,3
dom_classification_onu_946,2493,HEXAMÉTHYLÈNEIMINE,FC,2
dom_classification_onu_947,2496,ANHYDRIDE PROPIONIQUE,C3,3
dom_classification_onu_948,2498,TÉTRAHYDRO-1236 BENZALDÉHYDE,F1,3
dom_classification_onu_949,2501,OXYDE DE TRIS (AZIRIDINYL-1) PHOSPHINE EN SOLUTION,T1,2
dom_classification_onu_950,2501,OXYDE DE TRIS (AZIRIDINYL-1) PHOSPHINE EN SOLUTION,T1,3
dom_classification_onu_951,2502,CHLORURE DE VALÉRYLE,CF1,2
dom_classification_onu_952,2503,TÉTRACHLORURE DE ZIRCONIUM,C2,3
dom_classification_onu_953,2504,TÉTRABROMÉTHANE,T1,3
dom_classification_onu_954,2505,FLUORURE D'AMMONIUM,T5,3
dom_classification_onu_955,2506,HYDROGÉNOSULFATE D'AMMONIUM,C2,2
dom_classification_onu_956,2507,ACIDE CHLOROPLATINIQUE SOLIDE,C2,3
dom_classification_onu_957,2508,PENTACHLORURE DE MOLYBDÈNE,C2,3
dom_classification_onu_958,2509,HYDROGÉNOSULFATE DE POTASSIUM,C2,2
dom_classification_onu_959,2511,ACIDE CHLORO-2 PROPIONIQUE ,C3,3
dom_classification_onu_960,2512,AMINOPHÉNOLS (o- m- p-),T2,3
dom_classification_onu_961,2513,BROMURE DE BROMACÉTYLE,C3,2
dom_classification_onu_962,2514,BROMOBENZÈNE,F1,3
dom_classification_onu_963,2515,BROMOFORME,T1,3
dom_classification_onu_964,2516,TÉTRABROMURE DE CARBONE,T2,3
dom_classification_onu_965,2518,CYCLODODÉCATRIÈNE-159,T1,3
dom_classification_onu_966,2520,CYCLOOCTADIÈNES,F1,3
dom_classification_onu_967,2522,MÉTHACRYLATE DE 2-DIMÉTHYLAMINOÉTHYLE,T1,2
dom_classification_onu_968,2524,ORTHOFORMIATE D'ÉTHYLE,F1,3
dom_classification_onu_969,2525,OXALATE D'ÉTHYLE,T1,3
dom_classification_onu_970,2526,FURFURYLAMINE,FC,3
dom_classification_onu_971,2527,ACRYLATE D'ISOBUTYLE STABILISÉ,F1,3
dom_classification_onu_972,2528,ISOBUTYRATE D'ISOBUTYLE,F1,3
dom_classification_onu_973,2529,ACIDE ISOBUTYRIQUE,FC,3
dom_classification_onu_974,2531,ACIDE MÉTHACRYLIQUE STABILISÉ,C3,2
dom_classification_onu_975,2533,TRICHLORACÉTATE DE MÉTHYLE,T1,3
dom_classification_onu_976,2535,4-MÉTHYLMORPHOLINE (N-MÉTHYLMORPHOLINE),FC,2
dom_classification_onu_977,2536,MÉTHYLTÉTRAHYDRO-FURANNE,F1,2
dom_classification_onu_978,2538,NITRONAPHTALÈNE,F1,3
dom_classification_onu_979,2541,TERPINOLÈNE,F1,3
dom_classification_onu_980,2542,TRIBUTYLAMINE,T1,2
dom_classification_onu_981,2552,HYDRATE D'HEXAFLUORACÉTONE LIQUIDE,T1,2
dom_classification_onu_982,2554,CHLORURE DE MÉTHYLALLYLE,F1,2
dom_classification_onu_983,2560,MÉTHYL-2 PENTANOL-2,F1,3
dom_classification_onu_984,2564,ACIDE TRICHLORACÉTIQUE EN SOLUTION,C3,2
dom_classification_onu_985,2564,ACIDE TRICHLORACÉTIQUE EN SOLUTION,C3,3
dom_classification_onu_986,2565,DICYCLOHEXYLAMINE,C7,3
dom_classification_onu_987,2567,PENTACHLOROPHÉNATE DE SODIUM,T2,2
dom_classification_onu_988,2570,COMPOSÉ DU CADMIUM,T5,2
dom_classification_onu_989,2570,COMPOSÉ DU CADMIUM,T5,3
dom_classification_onu_990,2571,ACIDES ALKYLSULFURIQUES,C3,2
dom_classification_onu_991,2572,PHÉNYLHYDRAZINE,T1,2
dom_classification_onu_992,2573,CHLORATE DE THALLIUM,OT2,2
dom_classification_onu_993,2574,PHOSPHATE DE TRICRÉSYLE avec plus de 3% d'isomère ortho,T1,2
dom_classification_onu_994,2577,CHLORURE DE PHÉNYLACÉTYLE,C3,2
dom_classification_onu_995,2578,TRIOXYDE DE PHOSPHORE,C2,3
dom_classification_onu_996,2579,PIPÉRAZINE,C8,3
dom_classification_onu_997,2580,BROMURE D'ALUMINIUM EN SOLUTION,C1,3
dom_classification_onu_998,2581,CHLORURE D'ALUMINIUM EN SOLUTION,C1,3
dom_classification_onu_999,2582,CHLORURE DE FER III EN SOLUTION,C1,3
dom_classification_onu_1000,2583,ACIDES ALKYLSULFONIQUES SOLIDES ou ACIDES ARYLSULFONIQUES SOLIDES contenant plus de 5% d'acide sulfurique libre,C2,2
dom_classification_onu_1001,2584,ACIDES ALKYLSULFONIQUES LIQUIDES ou ACIDES ARYLSULFONIQUES LIQUIDES contenant plus de 5% d'acide sulfurique libre,C1,2
dom_classification_onu_1002,2585,ACIDES ALKYLSULFONIQUES SOLIDES ou ACIDES ARYLSULFONIQUES SOLIDES contenant au plus 5% d'acide sulfurique libre,C4,3
dom_classification_onu_1003,2586,ACIDES ALKYLSULFONIQUES LIQUIDES ou ACIDES ARYLSULFONIQUES LIQUIDES contenant au plus 5% d'acide sulfurique libre,C3,3
dom_classification_onu_1004,2587,BENZOQUINONE,T2,2
dom_classification_onu_1005,2588,PESTICIDE SOLIDE TOXIQUE N.S.A.,T7,2
dom_classification_onu_1006,2588,PESTICIDE SOLIDE TOXIQUE N.S.A.,T7,3
dom_classification_onu_1007,2589,CHLORACÉTATE DE VINYLE,TF1,2
dom_classification_onu_1008,2591,XÉNON LIQUIDE RÉFRIGÉRÉ,3A,
dom_classification_onu_1009,2599,CHLOROTRIFLUORO-MÉTHANE ET TRIFLUOROMÉTHANE EN MÉLANGE AZÉOTROPE contenant environ 60% de chlorotrifluorométhane (GAZ RÉFRIGÉRANT R 503),2A,
dom_classification_onu_1010,2602,DICHLORODIFLUORO-MÉTHANE ET DIFLUORO-11 ÉTHANE EN MÉLANGE AZÉOTROPE contenant environ 74% de dichloro-difluorométhane (GAZ RÉFRIGÉRANT R 500),2A,
dom_classification_onu_1011,2603,CYCLOHEPTATRIÈNE,FT1,2
dom_classification_onu_1012,2607,ACROLÉINE DIMÈRE STABILISÉ,F1,3
dom_classification_onu_1013,2608,NITROPROPANES,F1,3
dom_classification_onu_1014,2609,BORATE DE TRIALLYLE,T1,3
dom_classification_onu_1015,2610,TRIALLYLAMINE,FC,3
dom_classification_onu_1016,2611,CHLORO-1 PROPANOL-2,TF1,2
dom_classification_onu_1017,2612,ÉTHER MÉTHYLPROPYLIQUE,F1,2
dom_classification_onu_1018,2614,ALCOOL MÉTHALLYLIQUE,F1,3
dom_classification_onu_1019,2615,ÉTHER ÉTHYLPROPYLIQUE,F1,2
dom_classification_onu_1020,2616,BORATE DE TRIISOPROPYLE,F1,2
dom_classification_onu_1021,2616,BORATE DE TRIISOPROPYLE,F1,3
dom_classification_onu_1022,2617,MÉTHYLCYCLO-HEXANOLS inflammables,F1,3
dom_classification_onu_1023,2618,VINYLTOLUÈNES STABILISÉS,F1,3
dom_classification_onu_1024,2619,BENZYLDIMÉTHYLAMINE,CF1,2
dom_classification_onu_1025,2620,BUTYRATES D'AMYLE,F1,3
dom_classification_onu_1026,2621,ACÉTYLMÉTHYL-CARBINOL,F1,3
dom_classification_onu_1027,2622,GLYCIDALDÉHYDE,FT1,2
dom_classification_onu_1028,2623,ALLUME-FEU SOLIDES imprégnés de liquide inflammable,F1,3
dom_classification_onu_1029,2624,SILICIURE DE MAGNÉSIUM,W2,2
dom_classification_onu_1030,2626,ACIDE CHLORIQUE EN SOLUTION AQUEUSE contenant au plus 10% d'acide chlorique,O1,2
dom_classification_onu_1031,2627,NITRITES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_1032,2643,BROMACÉTATE DE MÉTHYLE,T1,2
dom_classification_onu_1033,2645,BROMURE DE PHÉNACYLE,T2,2
dom_classification_onu_1034,2647,MALONITRILE,T2,2
dom_classification_onu_1035,2648,DIBROMO-12 BUTANONE-3,T1,2
dom_classification_onu_1036,2649,DICHLORO-13 ACÉTONE,T2,2
dom_classification_onu_1037,2650,DICHLORO-11 NITRO-1 ÉTHANE,T1,2
dom_classification_onu_1038,2651,DIAMINO-44' DIPHÉNYLMÉTHANE,T2,3
dom_classification_onu_1039,2653,IODURE DE BENZYLE,T1,2
dom_classification_onu_1040,2655,FLUOROSILICATE DE POTASSIUM,T5,3
dom_classification_onu_1041,2656,QUINOLÉINE,T1,3
dom_classification_onu_1042,2657,DISULFURE DE SÉLÉNIUM,T5,2
dom_classification_onu_1043,2659,CHLORACÉTATE DE SODIUM,T2,3
dom_classification_onu_1044,2660,MONONITROTOLUIDINES,T2,3
dom_classification_onu_1045,2661,HEXACHLORACÉTONE,T1,3
dom_classification_onu_1046,2664,DIBROMOMÉTHANE,T1,3
dom_classification_onu_1047,2667,BUTYLTOLUÈNES,T1,3
dom_classification_onu_1048,2669,CHLOROCRÉSOLS EN SOLUTION,T1,2
dom_classification_onu_1049,2669,CHLOROCRÉSOLS EN SOLUTION,T1,3
dom_classification_onu_1050,2670,CHLORURE CYANURIQUE,C4,2
dom_classification_onu_1051,2671,AMINOPYRIDINES (o- m- p-),T2,2
dom_classification_onu_1052,2672,AMMONIAC EN SOLUTION aqueuse de densité relative comprise entre 0880 et 0957 à 15 °C contenant plus de 10% mais pas plus de 35% d'ammoniac,C5,3
dom_classification_onu_1053,2673,AMINO-2 CHLORO-4 PHÉNOL,T2,2
dom_classification_onu_1054,2674,FLUOROSILICATE DE SODIUM,T5,3
dom_classification_onu_1055,2677,HYDROXYDE DE RUBIDIUM EN SOLUTION,C5,2
dom_classification_onu_1056,2677,HYDROXYDE DE RUBIDIUM EN SOLUTION,C5,3
dom_classification_onu_1057,2678,HYDROXYDE DE RUBIDIUM,C6,2
dom_classification_onu_1058,2679,HYDROXYDE DE LITHIUM EN SOLUTION,C5,2
dom_classification_onu_1059,2679,HYDROXYDE DE LITHIUM EN SOLUTION,C5,3
dom_classification_onu_1060,2680,HYDROXYDE DE LITHIUM,C6,2
dom_classification_onu_1061,2681,HYDROXYDE DE CÉSIUM EN SOLUTION,C5,2
dom_classification_onu_1062,2681,HYDROXYDE DE CÉSIUM EN SOLUTION,C5,3
dom_classification_onu_1063,2682,HYDROXYDE DE CÉSIUM,C6,2
dom_classification_onu_1064,2683,SULFURE D'AMMONIUM EN SOLUTION,CFT,2
dom_classification_onu_1065,2684,3-DIÉTHYLAMINO-PROPYLAMINE,FC,3
dom_classification_onu_1066,2685,NN-DIÉTHYL-ÉTHYLÈNEDIAMINE,CF1,2
dom_classification_onu_1067,2686,DIÉTHYLAMINO-2 ÉTHANOL,CF1,2
dom_classification_onu_1068,2687,NITRITE DE DICYCLO-HEXYLAMMONIUM,F3,3
dom_classification_onu_1069,2688,BROMO-1 CHLORO-3 PROPANE,T1,3
dom_classification_onu_1070,2689,alpha-MONOCHLORHYDRINE DU GLYCÉROL,T1,3
dom_classification_onu_1071,2690,Nn-BUTYLIMIDAZOLE,T1,2
dom_classification_onu_1072,2691,PENTABROMURE DE PHOSPHORE,C2,2
dom_classification_onu_1073,2693,HYDROGÉNOSULFITES EN SOLUTION AQUEUSE N.S.A.,C1,3
dom_classification_onu_1074,2698,ANHYDRIDES TÉTRA-HYDROPHTALIQUES contenant plus de 005% d'anhydride maléique,C4,3
dom_classification_onu_1075,2705,PENTOL-1,C9,2
dom_classification_onu_1076,2707,DIMÉTHYLDIOXANNES,F1,2
dom_classification_onu_1077,2707,DIMÉTHYLDIOXANNES,F1,3
dom_classification_onu_1078,2709,BUTYLBENZÈNES,F1,3
dom_classification_onu_1079,2710,DIPROPYLCÉTONE,F1,3
dom_classification_onu_1080,2713,ACRIDINE,T2,3
dom_classification_onu_1081,2714,RÉSINATE DE ZINC,F3,3
dom_classification_onu_1082,2715,RÉSINATE D'ALUMINIUM,F3,3
dom_classification_onu_1083,2716,BUTYNEDIOL-14,T2,3
dom_classification_onu_1084,2717,CAMPHRE synthétique,F1,3
dom_classification_onu_1085,2719,BROMATE DE BARYUM,OT2,2
dom_classification_onu_1086,2720,NITRATE DE CHROME,O2,3
dom_classification_onu_1087,2721,CHLORATE DE CUIVRE,O2,2
dom_classification_onu_1088,2722,NITRATE DE LITHIUM,O2,3
dom_classification_onu_1089,2723,CHLORATE DE MAGNÉSIUM,O2,2
dom_classification_onu_1090,2724,NITRATE DE MANGANÈSE,O2,3
dom_classification_onu_1091,2725,NITRATE DE NICKEL,O2,3
dom_classification_onu_1092,2726,NITRITE DE NICKEL,O2,3
dom_classification_onu_1093,2727,NITRATE DE THALLIUM,TO2,2
dom_classification_onu_1094,2728,NITRATE DE ZIRCONIUM,O2,3
dom_classification_onu_1095,2729,HEXACHLOROBENZÈNE,T2,3
dom_classification_onu_1096,2730,NITRANISOLES LIQUIDES,T1,3
dom_classification_onu_1097,2732,NITROBROMOBENZÈNES LIQUIDES,T1,3
dom_classification_onu_1098,2733,AMINES INFLAMMABLES CORROSIVES N.S.A. ou POLYAMINES INFLAMMABLES CORROSIVES N.S.A.,FC,2
dom_classification_onu_1099,2733,AMINES INFLAMMABLES CORROSIVES N.S.A. ou POLYAMINES INFLAMMABLES CORROSIVES N.S.A.,FC,3
dom_classification_onu_1100,2734,AMINES LIQUIDES CORROSIVES INFLAMMABLES N.S.A. ou POLYAMINES LIQUIDES CORROSIVES INFLAMMABLES N.S.A.,CF1,2
dom_classification_onu_1101,2735,AMINES LIQUIDES CORROSIVES N.S.A. ou POLYAMINES LIQUIDES CORROSIVES N.S.A.,C7,2
dom_classification_onu_1102,2735,AMINES LIQUIDES CORROSIVES N.S.A. ou POLYAMINES LIQUIDES CORROSIVES N.S.A.,C7,3
dom_classification_onu_1103,2738,N-BUTYLANILINE,T1,2
dom_classification_onu_1104,2739,ANHYDRIDE BUTYRIQUE,C3,3
dom_classification_onu_1105,2741,HYPOCHLORITE DE BARYUM contenant plus de 22% de chlore actif,OT2,2
dom_classification_onu_1106,2742,CHLOROFORMIATES TOXIQUES CORROSIFS INFLAMMABLES N.S.A.,TFC,2
dom_classification_onu_1107,2743,CHLOROFORMIATE DE n-BUTYLE,TFC,2
dom_classification_onu_1108,2744,CHLOROFORMIATE DE CYCLOBUTYLE,TFC,2
dom_classification_onu_1109,2745,CHLOROFORMIATE DE CHLOROMÉTHYLE,TC1,2
dom_classification_onu_1110,2746,CHLOROFORMIATE DE PHÉNYLE,TC1,2
dom_classification_onu_1111,2747,CHLOROFORMIATE DE tert-BUTYLCYCLOHEXYLE,T1,3
dom_classification_onu_1112,2748,CHLOROFORMIATE D'ÉTHYL-2 HEXYLE,TC1,2
dom_classification_onu_1113,2750,DICHLORO-13 PROPANOL-2,T1,2
dom_classification_onu_1114,2751,CHLORURE DE DIÉTHYLTHIO-PHOSPHORYLE,C3,2
dom_classification_onu_1115,2752,ÉPOXY-12 ÉTHOXY-3 PROPANE,F1,3
dom_classification_onu_1116,2753,N-ÉTHYLBENZYL-TOLUIDINES LIQUIDES,T1,3
dom_classification_onu_1117,2754,N-ÉTHYLTOLUIDINES,T1,2
dom_classification_onu_1118,2757,CARBAMATE PESTICIDE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1119,2757,CARBAMATE PESTICIDE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1120,2758,CARBAMATE PESTICIDE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1121,2759,PESTICIDE ARSENICAL SOLIDE TOXIQUE,T7,2
dom_classification_onu_1122,2759,PESTICIDE ARSENICAL SOLIDE TOXIQUE,T7,3
dom_classification_onu_1123,2760,PESTICIDE ARSENICAL LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1124,2761,PESTICIDE ORGANOCHLORÉ SOLIDE TOXIQUE,T7,2
dom_classification_onu_1125,2761,PESTICIDE ORGANOCHLORÉ SOLIDE TOXIQUE,T7,3
dom_classification_onu_1126,2762,PESTICIDE ORGANOCHLORÉ LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1127,2763,TRIAZINE PESTICIDE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1128,2763,TRIAZINE PESTICIDE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1129,2764,TRIAZINE PESTICIDE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1130,2771,THIOCARBAMATE PESTICIDE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1131,2771,THIOCARBAMATE PESTICIDE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1132,2772,THIOCARBAMATE PESTICIDE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1133,2775,PESTICIDE CUIVRIQUE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1134,2775,PESTICIDE CUIVRIQUE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1135,2776,PESTICIDE CUIVRIQUE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1136,2777,PESTICIDE MERCURIEL SOLIDE TOXIQUE,T7,2
dom_classification_onu_1137,2777,PESTICIDE MERCURIEL SOLIDE TOXIQUE,T7,3
dom_classification_onu_1138,2778,PESTICIDE MERCURIEL LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1139,2779,NITROPHÉNOL SUBSTITUÉ PESTICIDE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1140,2779,NITROPHÉNOL SUBSTITUÉ PESTICIDE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1141,2780,NITROPHÉNOL SUBSTITUÉ PESTICIDE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1142,2781,PESTICIDE BIPYRIDYLIQUE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1143,2781,PESTICIDE BIPYRIDYLIQUE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1144,2782,PESTICIDE BIPYRIDYLIQUE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1145,2783,PESTICIDE ORGANOPHOSPHORÉ SOLIDE TOXIQUE,T7,2
dom_classification_onu_1146,2783,PESTICIDE ORGANOPHOSPHORÉ SOLIDE TOXIQUE,T7,3
dom_classification_onu_1147,2784,PESTICIDE ORGANOPHOSPHORÉ LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1148,2785,4-THIAPENTANAL (MÉTHYLTHIO-3 PROPANAL),T1,3
dom_classification_onu_1149,2786,PESTICIDE ORGANOSTANNIQUE SOLIDE TOXIQUE,T7,2
dom_classification_onu_1150,2786,PESTICIDE ORGANOSTANNIQUE SOLIDE TOXIQUE,T7,3
dom_classification_onu_1151,2787,PESTICIDE ORGANOSTANNIQUE LIQUIDE INFLAMMABLE TOXIQUE ayant un point d'éclair inférieur à 23 °C,FT2,2
dom_classification_onu_1152,2788,COMPOSÉ ORGANIQUE LIQUIDE DE L'ÉTAIN N.S.A.,T3,2
dom_classification_onu_1153,2788,COMPOSÉ ORGANIQUE LIQUIDE DE L'ÉTAIN N.S.A.,T3,3
dom_classification_onu_1154,2789,ACIDE ACÉTIQUE GLACIAL ou ACIDE ACÉTIQUE EN SOLUTION contenant plus de 80% (masse) d'acide,CF1,2
dom_classification_onu_1155,2790,ACIDE ACÉTIQUE EN SOLUTION contenant au moins 50% et au plus 80% (masse) d¿acide ,C3,2
dom_classification_onu_1156,2790,ACIDE ACÉTIQUE EN SOLUTION contenant plus de 10% et moins de 50% (masse) d¿acide,C3,3
dom_classification_onu_1157,2794,ACCUMULATEURS électriques REMPLIS D'ÉLECTROLYTE LIQUIDE ACIDE,C11,
dom_classification_onu_1158,2795,ACCUMULATEURS électriques REMPLIS D'ÉLECTROLYTE LIQUIDE ALCALIN,C11,
dom_classification_onu_1159,2796,ACIDE SULFURIQUE contenant au plus 51% d'acide ou ÉLECTROLYTE ACIDE POUR ACCUMULATEURS,C1,2
dom_classification_onu_1160,2797,ÉLECTROLYTE ALCALIN POUR ACCUMULATEURS,C5,2
dom_classification_onu_1161,2798,DICHLOROPHÉNYL- PHOSPHINE,C3,2
dom_classification_onu_1162,2799,DICHLORO(PHÉNYL)-THIOPHOSPHORE,C3,2
dom_classification_onu_1163,2800,ACCUMULATEURS électriques INVERSABLES REMPLIS D'ÉLECTROLYTE LIQUIDE,C11,
dom_classification_onu_1164,2801,COLORANT LIQUIDE CORROSIF N.S.A. ou MATIÈRE INTERMÉDIAIRE LIQUIDE POUR COLORANT CORROSIVE N.S.A.,C9,2
dom_classification_onu_1165,2801,COLORANT LIQUIDE CORROSIF N.S.A. ou MATIÈRE INTERMÉDIAIRE LIQUIDE POUR COLORANT CORROSIVE N.S.A.,C9,3
dom_classification_onu_1166,2802,CHLORURE DE CUIVRE,C2,3
dom_classification_onu_1167,2803,GALLIUM,C10,3
dom_classification_onu_1168,2805,HYDRURE DE LITHIUM SOLIDE PIÈCES COULÉES,W2,2
dom_classification_onu_1169,2809,MERCURE,C9,3
dom_classification_onu_1170,2810,LIQUIDE ORGANIQUE TOXIQUE N.S.A.,T1,2
dom_classification_onu_1171,2810,LIQUIDE ORGANIQUE TOXIQUE N.S.A.,T1,3
